STN,DATE,RH_0.1mm,EV24_0.1mm,RH_mm,EV24_mm
260,2000-03-31,-1,5,0.0,0.5
260,2000-04-01,6,7,0.6,0.7
260,2000-04-02,11,18,1.1,1.8
260,2000-04-03,-1,20,0.0,2.0
260,2000-04-04,1,14,0.1,1.4
260,2000-04-05,-1,12,0.0,1.2
260,2000-04-06,0,20,0.0,2.0
260,2000-04-07,0,25,0.0,2.5
260,2000-04-08,0,16,0.0,1.6
260,2000-04-09,0,26,0.0,2.6
260,2000-04-10,0,28,0.0,2.8
260,2000-04-11,-1,22,0.0,2.2
260,2000-04-12,67,11,6.7,1.1
260,2000-04-13,23,9,2.3,0.9
260,2000-04-14,-1,18,0.0,1.8
260,2000-04-15,39,10,3.9,1.0
260,2000-04-16,1,23,0.1,2.3
260,2000-04-17,42,20,4.2,2.0
260,2000-04-18,0,26,0.0,2.6
260,2000-04-19,-1,25,0.0,2.5
260,2000-04-20,-1,18,0.0,1.8
260,2000-04-21,5,23,0.5,2.3
260,2000-04-22,39,9,3.9,0.9
260,2000-04-23,89,5,8.9,0.5
260,2000-04-24,0,23,0.0,2.3
260,2000-04-25,0,26,0.0,2.6
260,2000-04-26,4,29,0.4,2.9
260,2000-04-27,4,20,0.4,2.0
260,2000-04-28,0,34,0.0,3.4
260,2000-04-29,59,8,5.9,0.8
260,2000-04-30,2,8,0.2,0.8
260,2000-05-01,-1,19,0.0,1.9
260,2000-05-02,-1,6,0.0,0.6
260,2000-05-03,-1,10,0.0,1.0
260,2000-05-04,0,30,0.0,3.0
260,2000-05-05,0,43,0.0,4.3
260,2000-05-06,0,39,0.0,3.9
260,2000-05-07,6,41,0.6,4.1
260,2000-05-08,-1,36,0.0,3.6
260,2000-05-09,-1,35,0.0,3.5
260,2000-05-10,-1,32,0.0,3.2
260,2000-05-11,0,43,0.0,4.3
260,2000-05-12,0,44,0.0,4.4
260,2000-05-13,0,44,0.0,4.4
260,2000-05-14,0,49,0.0,4.9
260,2000-05-15,0,47,0.0,4.7
260,2000-05-16,210,39,21.0,3.9
260,2000-05-17,12,25,1.2,2.5
260,2000-05-18,35,24,3.5,2.4
260,2000-05-19,40,12,4.0,1.2
260,2000-05-20,4,28,0.4,2.8
260,2000-05-21,58,9,5.8,0.9
260,2000-05-22,3,15,0.3,1.5
260,2000-05-23,43,18,4.3,1.8
260,2000-05-24,70,26,7.0,2.6
260,2000-05-25,49,19,4.9,1.9
260,2000-05-26,40,26,4.0,2.6
260,2000-05-27,6,28,0.6,2.8
260,2000-05-28,185,8,18.5,0.8
260,2000-05-29,79,27,7.9,2.7
260,2000-05-30,8,23,0.8,2.3
260,2000-05-31,0,40,0.0,4.0
260,2000-06-01,8,18,0.8,1.8
260,2000-06-02,0,43,0.0,4.3
260,2000-06-03,114,35,11.4,3.5
260,2000-06-04,2,34,0.2,3.4
260,2000-06-05,57,10,5.7,1.0
260,2000-06-06,183,18,18.3,1.8
260,2000-06-07,2,28,0.2,2.8
260,2000-06-08,0,49,0.0,4.9
260,2000-06-09,0,50,0.0,5.0
260,2000-06-10,0,37,0.0,3.7
260,2000-06-11,0,31,0.0,3.1
260,2000-06-12,0,28,0.0,2.8
260,2000-06-13,0,21,0.0,2.1
260,2000-06-14,41,22,4.1,2.2
260,2000-06-15,1,34,0.1,3.4
260,2000-06-16,0,42,0.0,4.2
260,2000-06-17,0,49,0.0,4.9
260,2000-06-18,0,53,0.0,5.3
260,2000-06-19,0,57,0.0,5.7
260,2000-06-20,0,55,0.0,5.5
260,2000-06-21,10,30,1.0,3.0
260,2000-06-22,34,20,3.4,2.0
260,2000-06-23,59,18,5.9,1.8
260,2000-06-24,83,22,8.3,2.2
260,2000-06-25,8,18,0.8,1.8
260,2000-06-26,-1,25,0.0,2.5
260,2000-06-27,0,34,0.0,3.4
260,2000-06-28,0,29,0.0,2.9
260,2000-06-29,-1,40,0.0,4.0
260,2000-06-30,0,42,0.0,4.2
260,2000-07-01,27,11,2.7,1.1
260,2000-07-02,-1,34,0.0,3.4
260,2000-07-03,36,37,3.6,3.7
260,2000-07-04,67,30,6.7,3.0
260,2000-07-05,75,10,7.5,1.0
260,2000-07-06,0,27,0.0,2.7
260,2000-07-07,-1,24,0.0,2.4
260,2000-07-08,12,13,1.2,1.3
260,2000-07-09,71,6,7.1,0.6
260,2000-07-10,76,24,7.6,2.4
260,2000-07-11,26,15,2.6,1.5
260,2000-07-12,0,41,0.0,4.1
260,2000-07-13,91,10,9.1,1.0
260,2000-07-14,77,21,7.7,2.1
260,2000-07-15,86,19,8.6,1.9
260,2000-07-16,-1,23,0.0,2.3
260,2000-07-17,3,13,0.3,1.3
260,2000-07-18,-1,24,0.0,2.4
260,2000-07-19,1,30,0.1,3.0
260,2000-07-20,0,40,0.0,4.0
260,2000-07-21,-1,19,0.0,1.9
260,2000-07-22,-1,16,0.0,1.6
260,2000-07-23,0,36,0.0,3.6
260,2000-07-24,-1,32,0.0,3.2
260,2000-07-25,3,21,0.3,2.1
260,2000-07-26,-1,8,0.0,0.8
260,2000-07-27,58,25,5.8,2.5
260,2000-07-28,-1,28,0.0,2.8
260,2000-07-29,277,12,27.7,1.2
260,2000-07-30,0,29,0.0,2.9
260,2000-07-31,0,42,0.0,4.2
260,2000-08-01,39,37,3.9,3.7
260,2000-08-02,0,39,0.0,3.9
260,2000-08-03,72,31,7.2,3.1
260,2000-08-04,0,27,0.0,2.7
260,2000-08-05,0,33,0.0,3.3
260,2000-08-06,-1,26,0.0,2.6
260,2000-08-07,-1,26,0.0,2.6
260,2000-08-08,12,27,1.2,2.7
260,2000-08-09,0,36,0.0,3.6
260,2000-08-10,6,14,0.6,1.4
260,2000-08-11,0,32,0.0,3.2
260,2000-08-12,0,39,0.0,3.9
260,2000-08-13,-1,35,0.0,3.5
260,2000-08-14,23,27,2.3,2.7
260,2000-08-15,-1,17,0.0,1.7
260,2000-08-16,-1,32,0.0,3.2
260,2000-08-17,2,32,0.2,3.2
260,2000-08-18,4,29,0.4,2.9
260,2000-08-19,28,22,2.8,2.2
260,2000-08-20,116,27,11.6,2.7
260,2000-08-21,22,27,2.2,2.7
260,2000-08-22,0,25,0.0,2.5
260,2000-08-23,0,35,0.0,3.5
260,2000-08-24,0,37,0.0,3.7
260,2000-08-25,0,16,0.0,1.6
260,2000-08-26,0,34,0.0,3.4
260,2000-08-27,65,8,6.5,0.8
260,2000-08-28,45,16,4.5,1.6
260,2000-08-29,-1,21,0.0,2.1
260,2000-08-30,0,28,0.0,2.8
260,2000-08-31,0,27,0.0,2.7
260,2000-09-01,44,17,4.4,1.7
260,2000-09-02,62,13,6.2,1.3
260,2000-09-03,43,21,4.3,2.1
260,2000-09-04,3,12,0.3,1.2
260,2000-09-05,2,20,0.2,2.0
260,2000-09-06,28,8,2.8,0.8
260,2000-09-07,-1,17,0.0,1.7
260,2000-09-08,7,4,0.7,0.4
260,2000-09-09,78,5,7.8,0.5
260,2000-09-10,0,15,0.0,1.5
260,2000-09-11,0,30,0.0,3.0
260,2000-09-12,-1,10,0.0,1.0
260,2000-09-13,0,21,0.0,2.1
260,2000-09-14,0,18,0.0,1.8
260,2000-09-15,193,17,19.3,1.7
260,2000-09-16,4,15,0.4,1.5
260,2000-09-17,43,5,4.3,0.5
260,2000-09-18,0,19,0.0,1.9
260,2000-09-19,-1,25,0.0,2.5
260,2000-09-20,17,4,1.7,0.4
260,2000-09-21,1,17,0.1,1.7
260,2000-09-22,0,19,0.0,1.9
260,2000-09-23,0,25,0.0,2.5
260,2000-09-24,6,23,0.6,2.3
260,2000-09-25,3,19,0.3,1.9
260,2000-09-26,65,15,6.5,1.5
260,2000-09-27,31,17,3.1,1.7
260,2000-09-28,33,5,3.3,0.5
260,2000-09-29,1,10,0.1,1.0
260,2000-09-30,23,14,2.3,1.4
260,2000-10-01,61,3,6.1,0.3
260,2000-10-02,3,12,0.3,1.2
260,2000-10-03,-1,11,0.0,1.1
260,2000-10-04,13,3,1.3,0.3
260,2000-10-05,48,9,4.8,0.9
260,2000-10-06,81,11,8.1,1.1
260,2000-10-07,0,16,0.0,1.6
260,2000-10-08,46,2,4.6,0.2
260,2000-10-09,10,14,1.0,1.4
260,2000-10-10,80,8,8.0,0.8
260,2000-10-11,87,9,8.7,0.9
260,2000-10-12,17,14,1.7,1.4
260,2000-10-13,0,14,0.0,1.4
260,2000-10-14,-1,5,0.0,0.5
260,2000-10-15,4,4,0.4,0.4
260,2000-10-16,46,3,4.6,0.3
260,2000-10-17,3,13,0.3,1.3
260,2000-10-18,10,5,1.0,0.5
260,2000-10-19,63,10,6.3,1.0
260,2000-10-20,0,11,0.0,1.1
260,2000-10-21,-1,9,0.0,0.9
260,2000-10-22,0,11,0.0,1.1
260,2000-10-23,170,10,17.0,1.0
260,2000-10-24,2,4,0.2,0.4
260,2000-10-25,15,2,1.5,0.2
260,2000-10-26,34,11,3.4,1.1
260,2000-10-27,79,1,7.9,0.1
260,2000-10-28,29,2,2.9,0.2
260,2000-10-29,29,8,2.9,0.8
260,2000-10-30,116,1,11.6,0.1
260,2000-10-31,9,3,0.9,0.3
260,2000-11-01,81,2,8.1,0.2
260,2000-11-02,73,4,7.3,0.4
260,2000-11-03,-1,8,0.0,0.8
260,2000-11-04,14,7,1.4,0.7
260,2000-11-05,0,8,0.0,0.8
260,2000-11-06,43,4,4.3,0.4
260,2000-11-07,11,2,1.1,0.2
260,2000-11-08,36,1,3.6,0.1
260,2000-11-09,223,2,22.3,0.2
260,2000-11-10,62,3,6.2,0.3
260,2000-11-11,8,4,0.8,0.4
260,2000-11-12,91,1,9.1,0.1
260,2000-11-13,0,4,0.0,0.4
260,2000-11-14,0,4,0.0,0.4
260,2000-11-15,25,1,2.5,0.1
260,2000-11-16,39,2,3.9,0.2
260,2000-11-17,44,5,4.4,0.5
260,2000-11-18,29,5,2.9,0.5
260,2000-11-19,65,2,6.5,0.2
260,2000-11-20,61,2,6.1,0.2
260,2000-11-21,28,2,2.8,0.2
260,2000-11-22,2,4,0.2,0.4
260,2000-11-23,44,1,4.4,0.1
260,2000-11-24,3,3,0.3,0.3
260,2000-11-25,80,3,8.0,0.3
260,2000-11-26,25,3,2.5,0.3
260,2000-11-27,10,5,1.0,0.5
260,2000-11-28,79,2,7.9,0.2
260,2000-11-29,0,4,0.0,0.4
260,2000-11-30,0,6,0.0,0.6
260,2000-12-01,12,3,1.2,0.3
260,2000-12-02,15,3,1.5,0.3
260,2000-12-03,78,4,7.8,0.4
260,2000-12-04,6,2,0.6,0.2
260,2000-12-05,2,4,0.2,0.4
260,2000-12-06,26,2,2.6,0.2
260,2000-12-07,14,3,1.4,0.3
260,2000-12-08,12,3,1.2,0.3
260,2000-12-09,-1,3,0.0,0.3
260,2000-12-10,70,1,7.0,0.1
260,2000-12-11,105,2,10.5,0.2
260,2000-12-12,63,1,6.3,0.1
260,2000-12-13,27,2,2.7,0.2
260,2000-12-14,39,2,3.9,0.2
260,2000-12-15,128,2,12.8,0.2
260,2000-12-16,86,1,8.6,0.1
260,2000-12-17,3,4,0.3,0.4
260,2000-12-18,0,1,0.0,0.1
260,2000-12-19,0,4,0.0,0.4
260,2000-12-20,0,3,0.0,0.3
260,2000-12-21,0,4,0.0,0.4
260,2000-12-22,0,4,0.0,0.4
260,2000-12-23,1,3,0.1,0.3
260,2000-12-24,48,1,4.8,0.1
260,2000-12-25,2,3,0.2,0.3
260,2000-12-26,0,2,0.0,0.2
260,2000-12-27,21,1,2.1,0.1
260,2000-12-28,16,2,1.6,0.2
260,2000-12-29,47,3,4.7,0.3
260,2000-12-30,94,2,9.4,0.2
260,2000-12-31,-1,3,0.0,0.3
260,2001-01-01,95,1,9.5,0.1
260,2001-01-02,3,3,0.3,0.3
260,2001-01-03,40,4,4.0,0.4
260,2001-01-04,49,1,4.9,0.1
260,2001-01-05,189,0,18.9,0.0
260,2001-01-06,21,2,2.1,0.2
260,2001-01-07,3,1,0.3,0.1
260,2001-01-08,17,1,1.7,0.1
260,2001-01-09,0,3,0.0,0.3
260,2001-01-10,0,2,0.0,0.2
260,2001-01-11,0,5,0.0,0.5
260,2001-01-12,-1,2,0.0,0.2
260,2001-01-13,0,5,0.0,0.5
260,2001-01-14,0,1,0.0,0.1
260,2001-01-15,0,5,0.0,0.5
260,2001-01-16,0,5,0.0,0.5
260,2001-01-17,0,5,0.0,0.5
260,2001-01-18,4,1,0.4,0.1
260,2001-01-19,-1,2,0.0,0.2
260,2001-01-20,13,1,1.3,0.1
260,2001-01-21,51,4,5.1,0.4
260,2001-01-22,21,1,2.1,0.1
260,2001-01-23,37,3,3.7,0.3
260,2001-01-24,14,4,1.4,0.4
260,2001-01-25,11,2,1.1,0.2
260,2001-01-26,11,2,1.1,0.2
260,2001-01-27,102,2,10.2,0.2
260,2001-01-28,23,5,2.3,0.5
260,2001-01-29,-1,6,0.0,0.6
260,2001-01-30,0,3,0.0,0.3
260,2001-01-31,0,3,0.0,0.3
260,2001-02-01,3,3,0.3,0.3
260,2001-02-02,50,1,5.0,0.1
260,2001-02-03,85,2,8.5,0.2
260,2001-02-04,253,1,25.3,0.1
260,2001-02-05,48,2,4.8,0.2
260,2001-02-06,50,2,5.0,0.2
260,2001-02-07,44,6,4.4,0.6
260,2001-02-08,162,4,16.2,0.4
260,2001-02-09,1,8,0.1,0.8
260,2001-02-10,5,9,0.5,0.9
260,2001-02-11,3,2,0.3,0.2
260,2001-02-12,38,3,3.8,0.3
260,2001-02-13,0,10,0.0,1.0
260,2001-02-14,0,5,0.0,0.5
260,2001-02-15,0,11,0.0,1.1
260,2001-02-16,21,2,2.1,0.2
260,2001-02-17,-1,2,0.0,0.2
260,2001-02-18,0,6,0.0,0.6
260,2001-02-19,10,4,1.0,0.4
260,2001-02-20,0,6,0.0,0.6
260,2001-02-21,22,5,2.2,0.5
260,2001-02-22,26,8,2.6,0.8
260,2001-02-23,13,11,1.3,1.1
260,2001-02-24,32,14,3.2,1.4
260,2001-02-25,30,8,3.0,0.8
260,2001-02-26,2,11,0.2,1.1
260,2001-02-27,-1,9,0.0,0.9
260,2001-02-28,6,6,0.6,0.6
260,2001-03-01,10,2,1.0,0.2
260,2001-03-02,-1,8,0.0,0.8
260,2001-03-03,0,6,0.0,0.6
260,2001-03-04,0,4,0.0,0.4
260,2001-03-05,0,6,0.0,0.6
260,2001-03-06,0,16,0.0,1.6
260,2001-03-07,39,8,3.9,0.8
260,2001-03-08,21,3,2.1,0.3
260,2001-03-09,3,3,0.3,0.3
260,2001-03-10,57,3,5.7,0.3
260,2001-03-11,78,5,7.8,0.5
260,2001-03-12,30,16,3.0,1.6
260,2001-03-13,12,6,1.2,0.6
260,2001-03-14,0,10,0.0,1.0
260,2001-03-15,-1,11,0.0,1.1
260,2001-03-16,7,7,0.7,0.7
260,2001-03-17,59,2,5.9,0.2
260,2001-03-18,74,3,7.4,0.3
260,2001-03-19,28,11,2.8,1.1
260,2001-03-20,0,13,0.0,1.3
260,2001-03-21,58,3,5.8,0.3
260,2001-03-22,0,4,0.0,0.4
260,2001-03-23,160,2,16.0,0.2
260,2001-03-24,-1,16,0.0,1.6
260,2001-03-25,-1,3,0.0,0.3
260,2001-03-26,0,10,0.0,1.0
260,2001-03-27,0,8,0.0,0.8
260,2001-03-28,11,8,1.1,0.8
260,2001-03-29,95,5,9.5,0.5
260,2001-03-30,0,9,0.0,0.9
260,2001-03-31,-1,10,0.0,1.0
260,2001-04-01,-1,11,0.0,1.1
260,2001-04-02,0,31,0.0,3.1
260,2001-04-03,0,20,0.0,2.0
260,2001-04-04,51,9,5.1,0.9
260,2001-04-05,102,16,10.2,1.6
260,2001-04-06,71,15,7.1,1.5
260,2001-04-07,29,18,2.9,1.8
260,2001-04-08,30,12,3.0,1.2
260,2001-04-09,-1,6,0.0,0.6
260,2001-04-10,4,17,0.4,1.7
260,2001-04-11,25,20,2.5,2.0
260,2001-04-12,1,18,0.1,1.8
260,2001-04-13,-1,17,0.0,1.7
260,2001-04-14,92,11,9.2,1.1
260,2001-04-15,45,10,4.5,1.0
260,2001-04-16,81,14,8.1,1.4
260,2001-04-17,2,11,0.2,1.1
260,2001-04-18,56,19,5.6,1.9
260,2001-04-19,58,18,5.8,1.8
260,2001-04-20,6,12,0.6,1.2
260,2001-04-21,0,22,0.0,2.2
260,2001-04-22,0,27,0.0,2.7
260,2001-04-23,0,15,0.0,1.5
260,2001-04-24,5,20,0.5,2.0
260,2001-04-25,38,15,3.8,1.5
260,2001-04-26,57,20,5.7,2.0
260,2001-04-27,11,17,1.1,1.7
260,2001-04-28,25,20,2.5,2.0
260,2001-04-29,-1,28,0.0,2.8
260,2001-04-30,85,23,8.5,2.3
260,2001-05-01,0,20,0.0,2.0
260,2001-05-02,0,35,0.0,3.5
260,2001-05-03,38,15,3.8,1.5
260,2001-05-04,22,9,2.2,0.9
260,2001-05-05,0,29,0.0,2.9
260,2001-05-06,0,25,0.0,2.5
260,2001-05-07,0,39,0.0,3.9
260,2001-05-08,0,30,0.0,3.0
260,2001-05-09,0,39,0.0,3.9
260,2001-05-10,0,48,0.0,4.8
260,2001-05-11,0,48,0.0,4.8
260,2001-05-12,0,47,0.0,4.7
260,2001-05-13,0,47,0.0,4.7
260,2001-05-14,59,21,5.9,2.1
260,2001-05-15,23,28,2.3,2.8
260,2001-05-16,95,19,9.5,1.9
260,2001-05-17,16,23,1.6,2.3
260,2001-05-18,19,16,1.9,1.6
260,2001-05-19,0,35,0.0,3.5
260,2001-05-20,0,32,0.0,3.2
260,2001-05-21,0,41,0.0,4.1
260,2001-05-22,0,46,0.0,4.6
260,2001-05-23,0,50,0.0,5.0
260,2001-05-24,0,48,0.0,4.8
260,2001-05-25,0,50,0.0,5.0
260,2001-05-26,0,39,0.0,3.9
260,2001-05-27,-1,17,0.0,1.7
260,2001-05-28,11,19,1.1,1.9
260,2001-05-29,0,49,0.0,4.9
260,2001-05-30,0,26,0.0,2.6
260,2001-05-31,8,36,0.8,3.6
260,2001-06-01,25,22,2.5,2.2
260,2001-06-02,159,12,15.9,1.2
260,2001-06-03,15,19,1.5,1.9
260,2001-06-04,-1,18,0.0,1.8
260,2001-06-05,0,38,0.0,3.8
260,2001-06-06,12,32,1.2,3.2
260,2001-06-07,29,35,2.9,3.5
260,2001-06-08,0,37,0.0,3.7
260,2001-06-09,0,29,0.0,2.9
260,2001-06-10,5,23,0.5,2.3
260,2001-06-11,1,36,0.1,3.6
260,2001-06-12,-1,22,0.0,2.2
260,2001-06-13,0,39,0.0,3.9
260,2001-06-14,0,43,0.0,4.3
260,2001-06-15,162,29,16.2,2.9
260,2001-06-16,33,24,3.3,2.4
260,2001-06-17,81,16,8.1,1.6
260,2001-06-18,-1,13,0.0,1.3
260,2001-06-19,0,42,0.0,4.2
260,2001-06-20,-1,42,0.0,4.2
260,2001-06-21,0,34,0.0,3.4
260,2001-06-22,-1,25,0.0,2.5
260,2001-06-23,0,35,0.0,3.5
260,2001-06-24,0,36,0.0,3.6
260,2001-06-25,0,54,0.0,5.4
260,2001-06-26,0,53,0.0,5.3
260,2001-06-27,9,24,0.9,2.4
260,2001-06-28,-1,41,0.0,4.1
260,2001-06-29,-1,36,0.0,3.6
260,2001-06-30,6,32,0.6,3.2
260,2001-07-01,0,47,0.0,4.7
260,2001-07-02,0,24,0.0,2.4
260,2001-07-03,0,53,0.0,5.3
260,2001-07-04,0,58,0.0,5.8
260,2001-07-05,0,57,0.0,5.7
260,2001-07-06,-1,39,0.0,3.9
260,2001-07-07,82,22,8.2,2.2
260,2001-07-08,98,4,9.8,0.4
260,2001-07-09,2,25,0.2,2.5
260,2001-07-10,35,24,3.5,2.4
260,2001-07-11,73,30,7.3,3.0
260,2001-07-12,76,25,7.6,2.5
260,2001-07-13,104,24,10.4,2.4
260,2001-07-14,57,12,5.7,1.2
260,2001-07-15,18,23,1.8,2.3
260,2001-07-16,0,33,0.0,3.3
260,2001-07-17,8,35,0.8,3.5
260,2001-07-18,127,21,12.7,2.1
260,2001-07-19,102,22,10.2,2.2
260,2001-07-20,4,20,0.4,2.0
260,2001-07-21,40,12,4.0,1.2
260,2001-07-22,2,40,0.2,4.0
260,2001-07-23,36,32,3.6,3.2
260,2001-07-24,0,41,0.0,4.1
260,2001-07-25,0,43,0.0,4.3
260,2001-07-26,0,46,0.0,4.6
260,2001-07-27,2,29,0.2,2.9
260,2001-07-28,0,43,0.0,4.3
260,2001-07-29,0,43,0.0,4.3
260,2001-07-30,0,44,0.0,4.4
260,2001-07-31,0,35,0.0,3.5
260,2001-08-01,-1,35,0.0,3.5
260,2001-08-02,15,33,1.5,3.3
260,2001-08-03,5,23,0.5,2.3
260,2001-08-04,13,29,1.3,2.9
260,2001-08-05,124,28,12.4,2.8
260,2001-08-06,149,21,14.9,2.1
260,2001-08-07,205,19,20.5,1.9
260,2001-08-08,134,18,13.4,1.8
260,2001-08-09,90,19,9.0,1.9
260,2001-08-10,88,22,8.8,2.2
260,2001-08-11,-1,32,0.0,3.2
260,2001-08-12,61,9,6.1,0.9
260,2001-08-13,2,7,0.2,0.7
260,2001-08-14,0,43,0.0,4.3
260,2001-08-15,0,41,0.0,4.1
260,2001-08-16,14,26,1.4,2.6
260,2001-08-17,0,36,0.0,3.6
260,2001-08-18,-1,30,0.0,3.0
260,2001-08-19,1,27,0.1,2.7
260,2001-08-20,-1,25,0.0,2.5
260,2001-08-21,0,32,0.0,3.2
260,2001-08-22,0,33,0.0,3.3
260,2001-08-23,0,29,0.0,2.9
260,2001-08-24,0,36,0.0,3.6
260,2001-08-25,0,38,0.0,3.8
260,2001-08-26,162,25,16.2,2.5
260,2001-08-27,15,35,1.5,3.5
260,2001-08-28,0,29,0.0,2.9
260,2001-08-29,0,31,0.0,3.1
260,2001-08-30,-1,17,0.0,1.7
260,2001-08-31,84,15,8.4,1.5
260,2001-09-01,3,22,0.3,2.2
260,2001-09-02,11,6,1.1,0.6
260,2001-09-03,208,8,20.8,0.8
260,2001-09-04,167,16,16.7,1.6
260,2001-09-05,9,23,0.9,2.3
260,2001-09-06,4,17,0.4,1.7
260,2001-09-07,16,12,1.6,1.2
260,2001-09-08,79,22,7.9,2.2
260,2001-09-09,129,12,12.9,1.2
260,2001-09-10,32,17,3.2,1.7
260,2001-09-11,57,17,5.7,1.7
260,2001-09-12,78,10,7.8,1.0
260,2001-09-13,102,15,10.2,1.5
260,2001-09-14,-1,16,0.0,1.6
260,2001-09-15,134,15,13.4,1.5
260,2001-09-16,112,16,11.2,1.6
260,2001-09-17,235,12,23.5,1.2
260,2001-09-18,-1,11,0.0,1.1
260,2001-09-19,296,2,29.6,0.2
260,2001-09-20,-1,8,0.0,0.8
260,2001-09-21,37,18,3.7,1.8
260,2001-09-22,35,20,3.5,2.0
260,2001-09-23,1,15,0.1,1.5
260,2001-09-24,233,9,23.3,0.9
260,2001-09-25,1,14,0.1,1.4
260,2001-09-26,28,15,2.8,1.5
260,2001-09-27,48,12,4.8,1.2
260,2001-09-28,0,22,0.0,2.2
260,2001-09-29,43,14,4.3,1.4
260,2001-09-30,9,16,0.9,1.6
260,2001-10-01,12,6,1.2,0.6
260,2001-10-02,95,3,9.5,0.3
260,2001-10-03,2,16,0.2,1.6
260,2001-10-04,-1,13,0.0,1.3
260,2001-10-05,0,17,0.0,1.7
260,2001-10-06,66,12,6.6,1.2
260,2001-10-07,6,13,0.6,1.3
260,2001-10-08,1,12,0.1,1.2
260,2001-10-09,2,9,0.2,0.9
260,2001-10-10,0,15,0.0,1.5
260,2001-10-11,-1,4,0.0,0.4
260,2001-10-12,0,16,0.0,1.6
260,2001-10-13,0,15,0.0,1.5
260,2001-10-14,1,10,0.1,1.0
260,2001-10-15,4,13,0.4,1.3
260,2001-10-16,0,15,0.0,1.5
260,2001-10-17,0,13,0.0,1.3
260,2001-10-18,13,11,1.3,1.1
260,2001-10-19,0,7,0.0,0.7
260,2001-10-20,-1,11,0.0,1.1
260,2001-10-21,1,6,0.1,0.6
260,2001-10-22,-1,4,0.0,0.4
260,2001-10-23,136,2,13.6,0.2
260,2001-10-24,7,6,0.7,0.6
260,2001-10-25,-1,10,0.0,1.0
260,2001-10-26,3,10,0.3,1.0
260,2001-10-27,12,8,1.2,0.8
260,2001-10-28,-1,8,0.0,0.8
260,2001-10-29,0,5,0.0,0.5
260,2001-10-30,0,11,0.0,1.1
260,2001-10-31,48,6,4.8,0.6
260,2001-11-01,4,8,0.4,0.8
260,2001-11-02,0,9,0.0,0.9
260,2001-11-03,0,4,0.0,0.4
260,2001-11-04,-1,2,0.0,0.2
260,2001-11-05,-1,6,0.0,0.6
260,2001-11-06,27,3,2.7,0.3
260,2001-11-07,88,3,8.8,0.3
260,2001-11-08,112,3,11.2,0.3
260,2001-11-09,30,6,3.0,0.6
260,2001-11-10,0,5,0.0,0.5
260,2001-11-11,1,2,0.1,0.2
260,2001-11-12,35,2,3.5,0.2
260,2001-11-13,3,4,0.3,0.4
260,2001-11-14,4,7,0.4,0.7
260,2001-11-15,0,7,0.0,0.7
260,2001-11-16,1,3,0.1,0.3
260,2001-11-17,2,3,0.2,0.3
260,2001-11-18,-1,3,0.0,0.3
260,2001-11-19,1,2,0.1,0.2
260,2001-11-20,-1,1,0.0,0.1
260,2001-11-21,26,3,2.6,0.3
260,2001-11-22,73,2,7.3,0.2
260,2001-11-23,19,5,1.9,0.5
260,2001-11-24,35,1,3.5,0.1
260,2001-11-25,67,2,6.7,0.2
260,2001-11-26,8,3,0.8,0.3
260,2001-11-27,44,5,4.4,0.5
260,2001-11-28,3,6,0.3,0.6
260,2001-11-29,167,0,16.7,0.0
260,2001-11-30,104,1,10.4,0.1
260,2001-12-01,41,1,4.1,0.1
260,2001-12-02,38,2,3.8,0.2
260,2001-12-03,17,2,1.7,0.2
260,2001-12-04,47,1,4.7,0.1
260,2001-12-05,33,2,3.3,0.2
260,2001-12-06,2,5,0.2,0.5
260,2001-12-07,0,4,0.0,0.4
260,2001-12-08,0,4,0.0,0.4
260,2001-12-09,0,3,0.0,0.3
260,2001-12-10,0,4,0.0,0.4
260,2001-12-11,-1,1,0.0,0.1
260,2001-12-12,-1,1,0.0,0.1
260,2001-12-13,-1,2,0.0,0.2
260,2001-12-14,0,3,0.0,0.3
260,2001-12-15,1,1,0.1,0.1
260,2001-12-16,0,4,0.0,0.4
260,2001-12-17,6,3,0.6,0.3
260,2001-12-18,1,1,0.1,0.1
260,2001-12-19,51,1,5.1,0.1
260,2001-12-20,11,3,1.1,0.3
260,2001-12-21,187,0,18.7,0.0
260,2001-12-22,34,2,3.4,0.2
260,2001-12-23,-1,5,0.0,0.5
260,2001-12-24,65,0,6.5,0.0
260,2001-12-25,71,3,7.1,0.3
260,2001-12-26,57,1,5.7,0.1
260,2001-12-27,108,0,10.8,0.0
260,2001-12-28,72,2,7.2,0.2
260,2001-12-29,55,1,5.5,0.1
260,2001-12-30,33,1,3.3,0.1
260,2001-12-31,9,4,0.9,0.4
260,2002-01-01,0,3,0.0,0.3
260,2002-01-02,-1,1,0.0,0.1
260,2002-01-03,0,5,0.0,0.5
260,2002-01-04,0,4,0.0,0.4
260,2002-01-05,0,3,0.0,0.3
260,2002-01-06,1,1,0.1,0.1
260,2002-01-07,0,2,0.0,0.2
260,2002-01-08,-1,1,0.0,0.1
260,2002-01-09,0,5,0.0,0.5
260,2002-01-10,0,3,0.0,0.3
260,2002-01-11,15,1,1.5,0.1
260,2002-01-12,16,0,1.6,0.0
260,2002-01-13,0,5,0.0,0.5
260,2002-01-14,2,1,0.2,0.1
260,2002-01-15,65,0,6.5,0.0
260,2002-01-16,-1,6,0.0,0.6
260,2002-01-17,27,2,2.7,0.2
260,2002-01-18,16,5,1.6,0.5
260,2002-01-19,25,4,2.5,0.4
